,title,byline,dates
311,'Political protest not a crime': Hong Kong lawmaker tells court as police testifies,,04 May 2016
312,International Monetary Fund cuts Hong Kong growth forecast: Washington-based organisation says reduction has more to do with sluggish global economic conditions than close linkage with mainland,,04 May 2016
313,"Lai Occupy entrails attack 'premeditated insult': Trio sentenced, but out on bail pending appeal against convictions",,04 May 2016
314,"Verdict next month on Hong Kong official accused of failing to implement law on life jackets: Assistant director is a 'sacrificial lamb' for department's failings, lawyer tells court",,04 May 2016
315,Baidu scandal: spotlight on China military hospitals' outsourcing practice after young man's cancer death: Paramilitary hospital may have used private firm to treat cancer sufferer who later died,,04 May 2016
316,Monet shot,,04 May 2016
317,Total Hong Kong tax revenue declines 4 per cent amid property slump: Takings likely to contract again this financial year because of a slowdown in the property market,,04 May 2016
318,Books critical of communist China not unique to independent stores,,04 May 2016
319,"China 'spillovers' cloud outlook for Asia's growth, IMF says",,04 May 2016
320,China vows to win global support for graft-fugitive hunt and pressure nations that hold outChinas to use fdsak';sdfkl;ak';asdfak'fdsa: Beijing to pressure nations that have previously held out and seek help via multilateral forums,,04 May 2016
321,Chinese police join Italian officers to patrol tourist hotspots in Rome and Milan: Officers will offer help to mainland visitors under landmark exchange deal,,04 May 2016
322,"Core Macau member of China's top advisory body had Singaporean nationality, Panama Papers reveal",,04 May 2016
323,"CY Leung claims no plans afoot to reinstate multiple-entry visa scheme for Shenzhen residents: Chief executive says the government has no plans to reinstate the multiple-entry visa scheme, despite earlier claims by a tourism organisation",,04 May 2016
324,"Monitor your families, Xi tells cadres as he warns of 'cabals and cliques'",,04 May 2016
325,"Chinese economy not so bad: The South China Morning Post posted five key questions to all interviewees in the Moving Forward series, seeking their insight on the city's future. Here are the views of Tai Ping Carpets International chief executive James Kaplan",,04 May 2016
326,"HK needs to promote design and creativity: Promoting Hong Kong as a centre for design and creativity will provide a new impetus for growth, Tai Ping Carpets chief James Kaplan says",,04 May 2016
327,Tai Ping Carpets serve royalties to movie stars,,04 May 2016
328,"As Leicester City have shown, the little guy can win",,04 May 2016
329,"Beijing,Tokyo must work towards a summit to repair frayed ties",,04 May 2016
330,Baidu leaps in where Google opts not to tread,,04 May 2016
331,China's probe into Baidu highlights concerns over firm's dominance of searches on the internet on the mainland,,04 May 2016
332,search firm may face stiff penalty: Authorities could also tighten up on online ads for the health-care industry after investigation prompted by outcry over student's death,,04 May 2016
333,Son-in-law of ex-top Chinese leader Jia Qinglin named in latest batch of Panama papers,,04 May 2016
334,"Can China's government revive nation's ailing rust belt?: Reviving northeast will be challenging given brain drain and heavy industry base, experts say",,04 May 2016
335,Warning over online quasi-insurance firms: Industry watchdog says unregistered companies that skirt registration requirements with clever wording are putting the public's money at risk,,04 May 2016
336,Final curtain,,04 May 2016
337,GCL Poly Energy says technical problems in new production method won't see 2.5 billion yuan project abandoned: 2.5b yuan project behind in capacity targets set for new production method,,09 May 2016
338,"MPF looks to go digital: Mandatory Provident Fund studying use of technology to enhance service, cut operating costs and boost efficiency of retirement savings scheme",,09 May 2016
339,"Why you should avoid Chinese bank stocks: Analysts say higher non-performing loan ratios at major banks are signs of ongoing credit quality pressure, with the situation likely to get worse",,09 May 2016
340,"Ant Financial valuation a sign of things for come for China's fintech sector: Ant Financial's US$60b valuation, just below Bank of Communications, sets tone for the future of mainland China's digital banking services",,09 May 2016
341,"Move over, Xiaomi - Oppo and Vivo join charge of the Chinese smartphone brigade: Three of the world's top five smartphone makers are now Chinese, with two newcomers joining the ranks of thetop sellers. However, the market is notoriously fickle and overall sales are falling, writes Kevin Kwong",,09 May 2016
342,Clean but not green: 70pc of Hongkongers opt for paper towels over electric hand dryers,,09 May 2016
343,"Give all Hong Kong's finance workers the vote in Legco functional constituencies, pan-democrats urge: Concern groups press for overhaul to break grip of corporate block votes",,09 May 2016
344,It's all in the jeans,,09 May 2016
345,"Sticky issue: pavements in Mong Kok district of Hong Kong not glued down three months after rioters tore up bricks: Despite unrest in Mong Kok three months ago in which 2,000 bricks were dug up, pavements there have not undergone latest security measure",,09 May 2016
346,always at the heart of the debate: Dr Choi: Outspoken veteran of the medical field Dr Gabriel Choi Kin looks set to be the only candidate for the next presidency of the Medical Association,,09 May 2016
347,Gabriel Choi kin,,09 May 2016
348,"Financial secretary comes out fighting for Hong Kong's sports stars: City can enjoy financial rewards and unity if it gets behind its athletes, says financial secretary",,09 May 2016
349,The long and painful road to a health service the whole nation can trust: Death of Wei Zexi and reports of a cancer scam in Hong Kong raise vital issues of medical ethics,,09 May 2016
350,Protest by Lantau villagers halts traffic: Residents demonstrate against a scheme to allow cars access to restricted roads,,09 May 2016
351,Thousands of Hong Kong's Filipinos turn out to vote in country's presidential election,,09 May 2016
352,Tuen Mun school apologises for selective use of language in labelling 'problem' pupils: Principal selectively used language from Education Bureau guidelines to label 'problem' pupils,,09 May 2016
353,"Cancer rates for Hong Kong women set to soar: Figures predict almost 35,000 Hong Kong people will be affected by 2025, with the increase among females 10 percentage points more than men",,09 May 2016
354,Fujian mudslide: rescuers pull five workers to safety but are racing against time to save 30 missing or buried,,09 May 2016
355,Donald Trump's brand of populism exists in all societies,,09 May 2016
356,Coastguard code in choppy waters Coastguard code in choppy waters: Prospects for agreement tangled in red tape and sovereignty issues,,09 May 2016
357,Discovery of 300-year-old relics at Hong Kong's last urban walled village could halt redevelopment: Conservationists call for HK$1.24b development to be halted after watch tower foundations are unearthed at walled village that resisted rebellion,,09 May 2016
358,Disney effect lifts nearby home prices in Shanghai,,09 May 2016
359,Macau leader criticised over 100m yuan donation,,09 May 2016
360,Foreign pilots fly high in China: Shortage of trained domestic personnel has led to relentless pursuit of experienced overseas pilots,,09 May 2016
361,Just cannot let 'em go: Why it is so hard for China's pilots to quit,,09 May 2016
362,Filipinos between a rock and hard place as they prepare to vote,,09 May 2016
363,Regulate advertisements on medical services,,09 May 2016
364,Home sweet home,,09 May 2016
365,"Dentist's death highlights health crisis: Fatal stabbing will have chilling effect on already troubled patient-doctor relations, insider says",,09 May 2016
366,Double-barrelled dip in trade points to fragility of recovery,,09 May 2016
367,political winds raise red flags over gala: Disingenuous officials try to distance themselves from Cultural Revolution-style show after outcry over attempts to celebrate country's dark past,,09 May 2016
368,Daring rescue,,09 May 2016
369,Insurance authority targets unrealistic sales pitches related to life policies: HK insurance agents prohibited from giving unrealistic return projections for life policies through social media on the mainland,,16 May 2016
370,Weakening currency affects yuan products in short term: Financial instruments denominated in the Chinese currency may remain weak as investors turn to other high-yield facilities for better returns,,16 May 2016
371,Developers eyes youth apartment market to destock office buildings: Building mini flats for young people the latest trend as developers deal with problem of growing stock of unused commercial inventory,,16 May 2016
372,"Robots, drones and virtual reality steal the limelight at CES Asia 2016",,16 May 2016
373,BOCG Life expects to expand business for mainland arrivals,,16 May 2016
374,China's football clubs could be hugely profitable before they become internationally competitive,,16 May 2016
375,"Global content providers eye China's online drama boom: As online dramas have become a big hit in China, content producers are seeking to enter the market despite risks of censorship and policy curbs",,16 May 2016
376,Want to sell insurance in Hong Kong? It may help to have a wealthy mum and dad: Top earners get over HK$1m in commissions a year by selling policies to their rich relatives,,16 May 2016
377,"360-degree cameras become 2016's must-have travel accessories: Put away your selfie stick - 360-degree cameras have become the year's must-have travel accessories, writes Jamie Carter",,16 May 2016
378,"Lok Fu - a snapshot of Hong Kong's history: Formerly known as Tiger's Den, the often underrated neighbourhood of Lok Fu was witnessto many key events in the city's development, writes Christopher DeWolf",,16 May 2016
379,37 years and counting: Yuen Long must wait as Pegasus lift FA Cup after penalty shoot-out: District side fail to end their 37-year trophy drought after losing in a penalty shoot-out,,16 May 2016
380,Asian Tour would have 'disappeared' in a merger with golf's European Tour: Commissioner says the regional circuit maintains a 'strategic alliance' with the European Tour,,16 May 2016
381,Lessons learned as Hong Kong fall to Pakistan in Asian Squash Championships final,,16 May 2016
382,"Drought and soaring heat leave Cambodian schoolchildren without enough drinking water: Regional heatwave caused by El Nino has had devastating effect on supplies of drinking water, with children the most vulnerable during crisis",,16 May 2016
383,broken voting system createD radicals: C.Y.: Chief executive defends himself after critics claim he has brought about calls for independence; says seat can be won with only 10 per cent of vote,,16 May 2016
384,"Three months' transitional care not enough to help elderly get back on their feet, say Hong Kong support workers: Transitional care teams also struggling to find enough staff to bath patients and deliver meals",,16 May 2016
385,United against homophobia,,16 May 2016
386,Hong Kong's financial chief sees 'positive signs' in the economy despite disappointing growth figures: Financial secretary plays down disappointing growth figures as 'not unexpected' and points to encouraging trade and tourist numbers,,16 May 2016
387,"Ties that bind: despite the tensions, Hong Kong's reaction to national disasters shows blood is thicker than water",,16 May 2016
388,"Two sides to every story, priest says: 'Vicar of Baghdad' offers advice to Christians facing persecution in China",,16 May 2016
389,Dr Horace Chin Wan-kan opens district office in Tai Wai,,16 May 2016
390,Petition to stop transport of greyhounds through Hong Kong to Macau Canidrome: Irish campaigners have called on airline to stop allowing greyhounds to be flown into Hong Kong and taken to Macau's notorious Canidrome,,16 May 2016
391,drone plot foiled ahead of zhang trip: Veteran Hong Kong activist Tsang Kin-shing confirms asking one of five people arrested by Shenzhen police to buy an aerial device,,16 May 2016
392,"Fifty years on, Cultural Revolution still troubles nation",,16 May 2016
393,Class divide - whether on planes or in offices - a source of conflict,,16 May 2016
394,Medical game-changer: Hong Kong to expand transitional care service for elderly: Support teams will now help patients who have suffered a stroke or fall,,16 May 2016
395,Ministry moves to ease quota concerns: Protests over admissions highlight serious problems with mainland system,,16 May 2016
396,"Iron fist or soft glove? Zhang Dejiang strides on stage in an increasingly divided Hong Kong cc: Zhang Dejiang will visit Hong Kong to endorse a key economic initiative, but everyone is looking to see if he tackles the city's thornier issues",,16 May 2016
397,Zhang Dejiang: Beijing strongman with a knack for getting results,,16 May 2016
398,Officials in China have to take seriously environmental concerns,,16 May 2016
399,Pan-democrats must seize this chance for dialogue with Beijing,,16 May 2016
400,New centre to explore defence financing,,16 May 2016
401,Xi's supply-side plan now the genuine article of reform: Two pointed items in People's Daily last week sent the unmistakable message that the president is firmly in the economic driver's seat,,16 May 2016
402,"Asean countries stuck in middle of sea row: As China and the US seek support ahead of court ruling, smaller nations face diplomatic balancing act over security ties and economic relationships",,16 May 2016
403,Mountain stretch,,16 May 2016
404,Police step in as protesters hold officials captive,,16 May 2016
405,Taiwanese deported to mainland 'confess': Police say fraud probe has been made difficult because some suspects were returned to island,,16 May 2016
406,"BOC Aviation set for trading debut in early June after raising more than US$500m from cornerstone investors such as CIC, Boeing: Aircraft leasing unit of Bank of China set for HK trading debut in June after raising over US$500m from cornerstone investors including Boeing, Fosun",,17 May 2016
407,"China's smashes annual outbound investment record, racking up US$111b in overseas investments in five months",,17 May 2016
408,"Hong Kong developer CK Property offers 80pc mortgage, to 'review' old prices",,17 May 2016
409,Why our GDP data can't be trusted: Official growth and inflation figures are often a mixture of guesswork and flawed accounting,,17 May 2016
410,Chart of the day: Property recovery takes root,,17 May 2016
411,"China faces another default wave from companies in 2016: Weak underlying demand and overcapacity issues may trigger a cluster of credit events, especially in cyclical sectors such as steel and shipbuilding",,17 May 2016
412,"China stocks rebound from two-month low, Hong Kong also ends on upbeat note: Reports of A share inclusion in MSCI benchmark fuels interest in brokerage, banking shares",,17 May 2016
413,China's environmentally-friendly green bond issuance set to accelerate: Mainland enterprises keen to raise funds for projects with environmental benefits,,17 May 2016
414,"China's CST Mining embraces digital economy; changes name, lays out plans for e-logistics platform",,17 May 2016
415,"Developer Sunac sees bubble in China land prices: Given the growing risk in bidding for mainland plots in auctions, the developer may expand land bank by acquiring smaller projects or players",,17 May 2016
416,Why do Hong Kong funds sell well in China? Because they are cheap: Investment surges as lower threshold draws more investors to products domiciled in the city,,17 May 2016
417,Alibaba's online ticketing business completes 1.7 billion yuan funding: Online film ticketing operations bolstered after 1.7 billion yuan capital injection,,17 May 2016
418,China leads Asian consumption of technology: Consumer Technology Association study finds mainland will account for more than half of the world's e-commerce retailing market by 2018,,17 May 2016
419,"GreyOrange, robot-maker, plans Chinese expansion: Indian company plans expansion to gain huge market share in mainland automated operations",,17 May 2016
420,"#TopfitMorning Challenge: the wrap up: After 12 weeks of intensive training and a balanced diet under the guidance of personal trainers, three Hongkongers emerge leaner, healthier and wiser, writes Jeanette Wang",,17 May 2016
421,"Fruit compounds may yield new treatment for obesity, diabetes and heart disease",,17 May 2016
422,6 Hong Kong healthy snack makers that deliver,,17 May 2016
423,Heart attacks - know the warning signs of a silent killer,,17 May 2016
424,"Hong Kong companies put healthy snacks within reach: Hong Kong companies are putting healthy snacks within easy reach, writes Jeanette Wang",,17 May 2016
425,"Hong Kong's food trucks fiasco: Unreasonable and environmentally unfriendly operating rules for a trial food truck scheme leave a sour taste in mouths of hopeful applicants, critics tell Elaine Yau",,17 May 2016
426,Hong Kong team revel in Singapore Open triumph,,17 May 2016
427,"Flu death: in second such complaint in two days, toddler's parents say Hong Kong hospital delayed test and treatment: Pharmacists and one legislator speak out after deaths of two children, whose families have blamed delays in flu tests and treatment",,17 May 2016
428,"More than HK$600,000 in cash and valuables stolen from HK$1.5b luxury house on The Peak",,17 May 2016
429,Police plan to down drones during Zhang visit: Former lawmaker accused of trying to disrupt visit with drone,,17 May 2016
430,"Beijing's former top envoy in Hong Kong battles for health in US hospital: Xu Jiatun, 100, has lived in Los Angeles since fleeing China 26 years ago",,17 May 2016
431,"Hong Kong brides and grooms urged to shop with care as wedding rental complaints double: City's consumer watchdog also releases advice over air conditioners, as summer approaches",,17 May 2016
432,Hong Kong lawmakers question voluntary scheme for health professionals amid fears over dubious 'therapy' on offer in private clinics: Lawmakers call for legislation to stamp out dubious practices offered by self-styled 'therapists',,17 May 2016
433,Hong Kong must work towards a 'Panama Papers Ordinance' that will end automatic recognition of offshore firms,,17 May 2016
434,"More young Hongkongers seek treatment for mental health problems, figures show",,17 May 2016
435,"Security operation in full swing as zhang arrives: As police deploy 6,000 officers to counter any disruption during the state leader's visit, radical activists remain coy about their plans for protests",,17 May 2016
436,Drone plot shines light on links between radical and criminals,,17 May 2016
437,"Alibaba presses on in crackdown on fake goods after suspension from anti-counterfeiting group: Suspension from global anti-counterfeiting body will not affect policies, internet giant says",,17 May 2016
438,Silence on mainland marks a revolution: 'Is it the Nanking Massacre?' Public displays lack of awareness as official media fail to mark 50th anniversary of one of China's darkest periods,,17 May 2016
439,Australia should review political system after years of musical chairs,,17 May 2016
440,Study linking pollution to all kinds of cancer should prompt greater efforts to clean the air,,17 May 2016
441,Maverick Ricky Wong's 'Anything by CY' campaign may well win him a seat in Hong Kong's legislature: Gary Cheung says the mercurial HKTV chairman has a very good chance of becoming a legislator if he campaigns on his 'Anyone But CY' platform,,17 May 2016
442,"[Don't wait, or waive, or hide, or hesitate]: President again seeks to drive home the need for structural changes in the economy, accusing some local governments of 'missing the point'",,17 May 2016
443,Family of ex-Chinese premier Wen Jiabao denies investing in offshore company with US hedge fund billionaire: Website claims Wen Jiabao's relatives put money into same company as US hedge fund billionaire,,17 May 2016
444,"Four health clinic workers held for pocketing vaccine fees in China: Community health workers in Chongqing mismanaged books, investigation finds",,17 May 2016
445,Lenders told to ensure access for private firms,,17 May 2016
446,Neighbourly welcome,,17 May 2016
447,"Thousand-year-old Song dynasty letter fetches 207 million yuan at auction, setting record for ancient Chinese calligraphy",,17 May 2016
448,Me Tsui on right track with Adventurer as beaten brigade look worthy bunch,,17 May 2016
449,"On alert: Paul O'Sullivan Harbours logical Triple Trio banker in opening leg: Kiwi trainer has only had grey speedster for one start, but a return to his favourite course and distance - the Happy Valley 1,000m - bodes well",,17 May 2016
450,Rome rises,,17 May 2016
451,track stars,,17 May 2016
452,Central China Real Estate to focus on asset-light strategy,,18 May 2016
453,China to open up lower airspace: State Council guideline aims to raise light aircraft flight ceiling and ease filing time for flight plans,,18 May 2016
454,"Is Chinese developer Glorious Property really in a bad shape, or is it all a ploy?: Is Chinese developer Glorious Property really in a bad shape, or is it all just a privatisation ploy?",,18 May 2016
455,Land prices in the New Territories are expected to fall further: Tai Po residential site gets 20pc less offer price than an adjacent plot sold last year,,18 May 2016
456,"Occupancy rates fall at converted industrial buildings: Developers unable to get quality tenants, high rents for redeveloped projects in areas such as Kwun Tong due to low ceilings, smaller offices",,18 May 2016
457,"Brokers' rush into a crowded market may end in tears: The number of brokers and fund houses in the city hits a record amid the opening of mainland capital markets, but their future is less than certain",,18 May 2016
458,"Hong Kong stocks notch gains, Shanghai loses ground on stimulus worries: Mainland shares edge down as government plans more structural reforms to reduce debt levels",,18 May 2016
459,"Central China Real Estate aims to boost profit next year: Treading a path not often taken has helped Hu Baosen, the president of Central China Real Estate, stay ahead of his peers in the highly competitive Chinese real estate market",,18 May 2016
460,China takes No 2 spot in overseas property investment: Outbound deals around the world have slowed as stock market volatility dampens investor appetites,,18 May 2016
461,China's car-hailing market is set to expand on increased investment: Heavy investment from big-name firms to spur industry's expansion in the mainland as operators compete to offer a better ride experience for users,,18 May 2016
462,"Oil giants doomed as China pushes for electric vehicles, says BNP Paribas: Move may happen within a decade as world, particularly China, pushes for an electric future",,18 May 2016
463,"Forget big data, look at small data for better business decisions: As big data fails to give companies the full picture, small data on customer behaviour is helping them to make better business decisions",,18 May 2016
464,Hong Kong's VTech hurt by strong US dollar: Net profit fell 8.4 per cent to US$181.4m though firm sees better year ahead as Asia sales grow,,18 May 2016
465,"Next ICBC chairman set to lead world biggest bank's transformational strategy through to 2024: Yi Huiman, president since 2013, expected to be appointed next chairman",,18 May 2016
466,"5 Chinese fashion designers, established and emerging, who you need to know: Here are five Chinese fashion designers, established and emerging, who you need to know about, writes Jing Zhang",,18 May 2016
467,Going coastal: surfers share their favourite destinations,,18 May 2016
468,"Hong Kongers take on surfing in a big way: Surf culture is thriving in Hong Kong, with more people taking up the sport than ever before - including an increasing number of women, writes Kylie Knott",,18 May 2016
469,Jockey Club's extension of John Moore's tenure is right thing to do when others are unable to field top-tier runners: Forced retirement of trainer would have left absence of candidates for major races,,18 May 2016
470,Numbers on Composite Win bet type is still a mystery,,18 May 2016
471,Galaxy Riders pin their hopes on Li,,18 May 2016
472,Giovanni Canaletto may help Opie Bosson to stay the course in Hong Kong: Victory in Champions & Chater Cup may be just the ticket to a full-time licence for Kiwi jockey,,18 May 2016
473,authors set deadline for royalties deal: An alliance of local authors and illustrators is asking to receive payments each time someone borrows their books from Hong Kong's public libraries,,18 May 2016
474,"Call me a cab! Free taxi app to launch in Hong Kong: App will allow customers to rate their driver's skill, attitude, cleanliness and punctuality",,18 May 2016
475,Construction and retail worst hit by downturn,,18 May 2016
476,Very Important Pigs get police escort back to Hong Kong country park: Police officers use shields and extendable batons to get animals into country park,,18 May 2016
477,"'Workload is killing everyone': Dr Gabriel Choi Kin resigns as investigation chairman of Hong Kong medical watchdog: Dr Gabriel Choi Kin resigns from role overseeing disciplinary investigations in a show of discontent over proposed changes, saying job 'pleases nobody'",,18 May 2016
478,Public Eye,,18 May 2016
479,Ruling raises hopes over cash aid for ex-workers: Court endorses claim by dismissed driver for payment from government safety net,,18 May 2016
480,Serial thief locked up after stealing from the vulnerable,,18 May 2016
481,All in check,,18 May 2016
482,HKU student representatives to meet new managerial candidate: The university's search for a pro-vice-chancellor continues after the council rejected the appointment of law professor Johannes Chan in September,,18 May 2016
483,"Survey highlights LGBT people's higher suicide risk: A quarter of Hongkongers who were polled had depression, six times the general public's share",,18 May 2016
484,"Cultural Revolution was wrong and it will never be allowed to recur: party mouthpiece breaks Chinese media silence over 50th anniversary: People's Daily breaks media silence on upheaval, saying it cannot happen again",,18 May 2016
485,"Smiles on one side, protests on the other greet Zhang: NPC chairman arrives in Hong Kong offering praise for chief executive and vowing to listen to locals",,18 May 2016
486,"The political angle to China's 'One Belt, One Road' initiative",,18 May 2016
487,"'It's hard to predict the future': China, North Korea talks now only at work level, says former top Chinese diplomat",,18 May 2016
488,Beijing urges US to abide by one-China principle after Taiwan's Tsai Ing-wen takes office: US House of Representatives passes resolution to not recognise mainland sovereignty over island,,18 May 2016
489,Cathay Pacific boss orders immediate hiring freeze: Airline records dip in passenger numbers and faces intense pressure on revenue,,18 May 2016
490,Hong Kong's top court allows convicted murderer to lodge appeal after landmark UK ruling: Triad member jailed for life in 2014 allowed to challenge sentence after redefinition of whether foresight alone is enough to convict an accomplice,,18 May 2016
491,"If you can't beat them, join them",,18 May 2016
492,Plan to relocate Queen's Pier to Lantau Island ridiculed Proposal to relocate Queen's Pier to Lantau ridiculed: Critics say proposal by advisory committee chief would hurt the heritage value of the structure,,18 May 2016
493,Throwing a banner in the works: Demonstrators make their point by unfurling huge protest signs around Hong Kong as state leader Zhang Dejiang arrives for three-day visit,,18 May 2016
494,Why Zhang's choice of words may worry Leung,,18 May 2016
495,Apple's investment in car-hailing giant Didi is commonsense,,18 May 2016
496,Clear guidelines needed to regulate drones,,18 May 2016
497,Academics must remake Marxism for 21st century: Xi: Communist Party chief says the time is ripe to enrich theory to help the country advance,,18 May 2016
498,"Corporate unease over Beijing's anti-terrorism law isn't problem unique to China, says senior UN cybersecurity official: Dialogue between civil society and state on security laws can help 'find the right balance'",,18 May 2016
499,High-flyer's Ponzi scheme funded lavish lifestyle,,18 May 2016
500,Love rules,,18 May 2016
501,Pakistan assures China on safety of joint projects,,18 May 2016
502,Still plenty of questions about China's economic trajectory after weak April data: Fading credit-driven rebound and Beijing's bottom line for short-term expansion test its commitment to structural change and long-term stability,,18 May 2016
503,Fashion forward,,18 May 2016
504,"Alarm bells as Chinese retail investors drawn to high-risk private equity funds: As institutions shy away from pricey financing plans for new tech firms, retail punters are lured into the products for the promise of high returns",,25 May 2016
505,"Greater Pearl River Delta infrastructure to alleviate Hong Kong tight land supply: Shorter travel times will increase the flow of capital, goods and services",,25 May 2016
506,HKEX eyes currency products as stock market turnover hits year low,,25 May 2016
507,Is China building too many theme parks?: Bubble fears rise as developers scramble to set up facilities to tap the growing domestic demand for various types of entertainment products,,25 May 2016
508,Land prices go through the roof in top Chinese cities,,25 May 2016
509,Papaya Mobile pursues global growth strategy after raising US$40m in IPO: Online advertising service firm aims to raise US$40m after listing on China's Third Board,,25 May 2016
510,Shanghai Dream Centre reflects the city's new ambitions of creating cultural highland,,25 May 2016
511,Brace for market turbulence as Fed rate rise back on radar: Market repricing of the risk of a Fed rate rise has weighed on Chinese stocks as fears grow over possible yuan devaluation and capital outflows,,25 May 2016
512,The government is urged to unlock the market,,25 May 2016
513,Limited service hotels continue to grow in Asia: A surge in inbound tourist arrivals in Asia and changes in the operation model offer stable platform for growth in the sector,,25 May 2016
514,"Bond defaults set to rise among Chinese companies, says S&P Global Ratings: Investors remain keen on the mainland's bond market despite a higher possibility of companies missing payments amid reform of the state sector",,25 May 2016
515,"Chinese science park developer Tus-Holdings eyes expansion with US$388m investment in 21Vianet: Through the US$388m deal, the pair aim to drive the digital services development on the mainland",,25 May 2016
516,CMC looks to expand footprint in China's cultural sector: Private equity fund China Media Capital has taken a bold step to showcase and re-establish Shanghai's rich cultural credentials through a mixed-use real estate project that promises to entertain and educate visitors,,25 May 2016
517,"Hong Kong shares end flat, Shanghai lower, as investors seek await fresh cues",,25 May 2016
518,Luxe London homes still attractive for Chinese investors despite market slowdown,,25 May 2016
519,5 things luxury marketing company founder Peter Cheung can't live without,,25 May 2016
520,Don't miss it: Best cricket to be seen on Hong Kong soil as T20 Blitz gets ready for lift off: HKCA chief is confident this weekend's inaugural event will be a sell-out with interest running high,,25 May 2016
521,finding jaguars,,25 May 2016
522,Heart of a champion: Hui Ruoqi trying to win place on China's volleyball team for Rio after surgery,,25 May 2016
523,"Hong Kong cabbies hail industry-developed booking app: The city's beleaguered cab drivers are pinning their hopes on an industry-run taxi-hailing app, writes Elaine Yau",,25 May 2016
524,"Hong Kong Tennis Open 'on track to become one of top WTA events' after cash boost, say organisers: Third edition of tournament will be bigger and better than ever, says local association after the government increases funding to HK$9 million",,25 May 2016
525,Deterrent: Entrance fee for Hong Kong wine expo rises in possible move to keep 'drink tourists' away,,25 May 2016
526,Double-decker bursts into flames at Hong Kong bus terminal,,25 May 2016
527,"Hong Kong chief executive says government departments reviewing green building policies after City University roof collapse: Following the CityU incident, other institutions are now taking precautions",,25 May 2016
528,"Hong Kong police watchdog chief under fire as force snubbed advice during Zhang visit: Independent council proposed allowing media and protesters to be closer to Zhang Dejiang during HK visit, but the force rejected the idea",,25 May 2016
529,26 months for Hong Kong cash delivery man who emptied ATM of HK$1.68m,,25 May 2016
530,"Hong Kong researchers pioneer use of 3D printing for faster, safer heart surgery: Academics use ultrasound scanning and 3D printing to ease potential problems",,25 May 2016
531,Hong Kong researchers hoping for breakthrough in mudslide barrier,,25 May 2016
532,KTV scandal: two members quit foundation after being caught frolicking on Beijing trip: Two members of the China-Australia Legal -Exchange Foundation stepped down after being shown in media reports with several unknown women,,25 May 2016
533,Public Eye: Who were the winners from Zhang's visit? Legco elections may tell us,,25 May 2016
534,Alternative June 4 vigil will include forum on Hong Kong's future,,25 May 2016
535,"Artists behind 2047 countdown on Hong Kong's ICC just attention seekers, says actor Anthony Wong",,25 May 2016
536,"Billionaire Eric Hotung would not have given 'unimaginable' sum as a gift to secret lover, court hears: Lawyer for Eric Hotung says sum would have been 'unimaginable'",,25 May 2016
537,CY Leung breaks silence on reports that he will lead lawmakers to Shenzhen meeting with mainland Chinese officials,,25 May 2016
538,Government advised to tighten green roof standards nine years ago: Consulting firm recommended the Architectural Services Department devise 'reliable standards' nine years ago - but the government did little,,25 May 2016
539,"A universal pension is 'not the Hong Kong spirit', retirement forum told: Bosses fear they will have to pick up bill for retirement protection scheme",,25 May 2016
540,"Bid rigging may have affected Hong Kong housing renovation market, says competition watchdog: Competition Commission points to manipulation including tenders below cost, and vows to crack down using law that came into effect last year",,25 May 2016
541,"Hong Kong private hospital sent baby home with potentially fatal infection, couple claimPPasdfsdsasdfss: Health officials, Matilda hospital probe case of newborn later found to have bacterial infection",,25 May 2016
542,Why Lai Yuen should be reopened as a permanent attraction,,25 May 2016
543,"China lacks urgency about its debt problem, IMF says from Hong Kong: Risks concentrated in local banking system rather than national institutions, IMF says",,25 May 2016
544,"Hong Kong undergraduates lower their pay expectations amid slowdown: Pessimistic undergraduates expect to earn about HK$18,000 a month, down 4.8 per cent on last year, amid a global economic slowdown",,25 May 2016
545,Line them up,,25 May 2016
546,"PLA budget growth to slow due to downturn PLA budget growth to slow due to downturn, Xi says: Military must spend more wisely amid leaner economic times, president says",,25 May 2016
547,"Write after me: China's Communist Party members 'must put hearts' into transcribing full 15,000-word constitution: Despite ridicule, PLA Daily demands sincere effort when writing out constitution by hand",,25 May 2016
548,Fisher militia? Maritime units put humble fishermen on front line in South China Sea,,25 May 2016
549,"Tanmen fishermen shrug off warning shots as cost of doing business in South China Sea: In a world of diminishing ocean resources, China's incursions into contested waters areas much about clams as territorial claims",,25 May 2016
550,"Taxi app drags dinosaur industry into the new, digital age",,25 May 2016
551,US must manage its pivot to Asia in a way that doesn't isolate China,,25 May 2016
552,"Hong Kong's judges must remain above the fray, as should Chinese leaders with their comments on our judiciary: Cliff Buddle says it's important that Hong Kong's judiciary is not just independent, but is also seen to be so, and state leaders should be careful not to give the impression of applying pressure on judges",,25 May 2016
553,"Chinese navy conducts combat drill in west Pacific under watch of US, Japanese warships aafsfasfasf: Japanese vessel also keeps close watch as Chinese navy strike group carries out two-day combat exercise in the western Pacific Ocean",,25 May 2016
554,"Five-year plan 'lacks balance of state and market': Xi wants to overhaul economy but needs to show more confidence in society, US scholars say",,25 May 2016
555,"Traffic's toll: road accidents kill 700 people a day in China: Roughly 60 per cent are vulnerable road users such as pedestrians and cyclists, WHO says",,25 May 2016
556,De-stress test,,25 May 2016
