,title,byline,dates,datetime
118,US newspaper's reporter 'forced' to leave Beijing,Staff Reporters.,01 Jan 2013,2013-01-01
133,News on national education saga tops pupil poll Local secondary students pick the controversy over curriculum the biggest news item of 2012,"Guo, Jing.",01 Jan 2013,2013-01-01
119,Floor area rule causes discrepancy on pricesNew rule on floor area causes price discrepancy,"Sito, Peggy; Leung, Paggie.",01 Jan 2013,2013-01-01
121,State of union,,01 Jan 2013,2013-01-01
122,A year of hopeand challenge,,01 Jan 2013,2013-01-01
123,Violence only tarnishes protest,,01 Jan 2013,2013-01-01
124,Scan concerns,,01 Jan 2013,2013-01-01
125,Position of pro-gun activists in US flawed and hypocritical,,01 Jan 2013,2013-01-01
126,Maids will be at the mercy of agencies [Derived headline],,01 Jan 2013,2013-01-01
127,"Wen unlikely to fulfil land pledge to farmers After NPC Standing Committee fails to vote to raise farmers' share of the profit on land sales, bill may not pass before premier's March exit","Zuo, Mandy.",01 Jan 2013,2013-01-01
128,Warning over commercialising heritage sites Analysts say preservation should always come before economic gain,"Li, Raymond.",01 Jan 2013,2013-01-01
129,Deal for digital radio station collapses [Derived headline],,01 Jan 2013,2013-01-01
130,Help for jailed man's dad [Derived headline],,01 Jan 2013,2013-01-01
120,Xi gives impetus to 'waron graft' Party leader maps out his campaign to tackle corruption as judicial bodies issue a ruling on the making of payments to public servants,Zhuang Pinghui pinghui.zhuang@scmp.com.,01 Jan 2013,2013-01-01
108,Dazzling start to 2013,,01 Jan 2013,2013-01-01
107,500 Rohingya forced to swim to shore [Derived headline],,01 Jan 2013,2013-01-01
332,China home prices to rise 5pc per year until 2025,"Sito, Peggy.",02 Jan 2013,2013-01-02
305,'Grimmest days over' for HK's office leasing market Demand for space tipped to rise over the year as the global economy finds surer footing. Top-tier rents projected to rise by about 5 per cent,"Li, Sandy.",02 Jan 2013,2013-01-02
304,"Xi Jinping seeks 'stable and solid' start to reign The president-in-waiting vows, at a new year gathering, to safeguard Hong Kong's prosperity",Cary Huang in Beijing cary.huang@scmp.com.,02 Jan 2013,2013-01-02
303,HK's David Copperfield sets himself free with first Guinness record of the year,"Chen, Vivian.",02 Jan 2013,2013-01-02
302,"Districts throw out strays scheme Not in our backyards, say Sai Kung, Lamma Island and Yuen Long councillors to a plan to release neutered feral dogs in those areas","Nip, Amy.",02 Jan 2013,2013-01-02
301,Floor space rule leaves public scratching heads Property seekers and sellers struggle to adapt to new - fairer - way of calculating flat size,"Leung, Paggie.",02 Jan 2013,2013-01-02
300,Hang Seng counts down to upbeat start HK stocks expected to open higher on hopeful signals from the US and the mainland,"Chan, Ray.",02 Jan 2013,2013-01-02
299,Nicotine dreams up in smoke in Macau [Derived headline],,02 Jan 2013,2013-01-02
298,"No system rot to surface from Hibor probe Banking body says investigation about a specific case, not into a broader industry failure","Chan, Ray.",02 Jan 2013,2013-01-02
297,"Rival tensions turnup the heat on C.Y. As opposing protests reflect widening political divisions over chief executive, analysts say the next months will be crucial for his survival",Staff Reporters.,02 Jan 2013,2013-01-02
296,Burglars cash in while Hong Kong celebrated,"Siu, Phila.",02 Jan 2013,2013-01-02
306,Developers betting on buyer comebackDevelopers are betting on buyer comeback Leading players are expecting potential purchasers to return after the Lunar New Year when sentiment is likely to swing upwards,"Sito, Peggy; Li, Sandy; Liu, Yvonne; Leung, Paggie.",02 Jan 2013,2013-01-02
295,Celebrities turn up in pairs to celebrate Hackett London's tailor-made screen,"Chen, Vivian.",02 Jan 2013,2013-01-02
293,US recovery 'to spark turning point in rates' Chairman of city's bankers' association warns that the cost of borrowing could rise suddenly as US unemployment drops to pre-crisis levels,"Chan, Ray.",02 Jan 2013,2013-01-02
292,Green wave going strong in 2013 investment scene Investors need to sniff out the winners and avoid the losers as governments worldwide become more aware of climate change issues,"Yiu, Enoch.",02 Jan 2013,2013-01-02
291,Karen Mok gets all jazzed up this season,"Chen, Vivian.",02 Jan 2013,2013-01-02
290,Liaison office influence 'unavoidable' Paul Tse claims Beijing backed him in Legco poll and says it is impossible to exist in a vacuum,"Lee, Ada.",02 Jan 2013,2013-01-02
289,"Monday, January 7: Hong Kong... [Derived headline]",,02 Jan 2013,2013-01-02
288,MY TAKE Who's afraid of whom at the Lius' home?,"Schoonakker, Bonny.",02 Jan 2013,2013-01-02
287,"Recent court case proves effectiveness of non-reliance clauses Georgia Dawson and Peter So, of Freshfields Bruckhaus Deringer, give an update on the mis-selling of financial products in Hong Kong","Dawson, Georgia; So, Peter.",02 Jan 2013,2013-01-02
286,Table of contents,,02 Jan 2013,2013-01-02
285,CY's deaf ears could cost him Beijing: Chow Liberals' chief says central government could cut the chief executive off if he loses public support,"Cheung, Tony.",02 Jan 2013,2013-01-02
284,"Doctor had sex with mein his clinic, says patient Woman tells inquiry the married physician showed her fake copy of his divorce papers","Man, Joyce.",02 Jan 2013,2013-01-02
294,"City's santas raise HK$11 m for charity Through a 25-year-old donation drive, locals demonstrate their unity and generosity for the needy in the best ways they know how","Lo, Wei.",02 Jan 2013,2013-01-02
283,"Drug danger in elderly care homes More than 100 residents in old-age homes given wrong medicine since 2009, triggering calls to bring in pharmacy system to keep patients safe","Ho, Lauren.",02 Jan 2013,2013-01-02
307,Stardaze,,02 Jan 2013,2013-01-02
308,Status quo,,02 Jan 2013,2013-01-02
331,'Illiterate care workers and pills do not mix',"ho, Lauren.",02 Jan 2013,2013-01-02
330,"Come on in, the new year's lovely While some revellers were finishing their pub crawls, for others the front crawl beckoned","Guo, Jing.",02 Jan 2013,2013-01-02
329,Medics go the wrong way [Derived headline],,02 Jan 2013,2013-01-02
328,"but all for the good of HK What drives people to forgo a day off to march for or against the chief executive? Their reasons, it appears, range from the personal to high politics For and against C.Y.","Lee, Ada; Ho, Lauren; Ngo, Jennifer.",02 Jan 2013,2013-01-02
327,Developer caution hangs over land sale prospects Conservative bids expected for mountain-top Sha Tin site due to buyer's stamp duty,"Li, Sandy.",02 Jan 2013,2013-01-02
326,La Hacienda [Derived headline],,02 Jan 2013,2013-01-02
325,Late-night protesters block roads in Central,"Lau, Stuart; Lee, Colleen; Ngo, Jennifer; Nip, Amy.",02 Jan 2013,2013-01-02
324,"Voices of the city, raised in concern",VOXPOP.,02 Jan 2013,2013-01-02
323,Businessman jailed for port swindle [Derived headline],,02 Jan 2013,2013-01-02
322,Commander of elite PLA corps named in shuffle Wang Xixin led 38th Army before being chosen as deputy head of Shenyang Military Command,"Chi-yuk, Choi.",02 Jan 2013,2013-01-02
321,"Wen keen to boost legacy with visit On his third trip to quake-hit Tibetan region on New Year's Eve, leader hopes to shore up image as grandfatherly premier who cares for people","Ng, Teddy.",02 Jan 2013,2013-01-02
320,Governor pledgesprobe into explosion Acting chief visits scene of railway tunnel blast that killed eight construction workers,"Ng, Teddy.",02 Jan 2013,2013-01-02
319,Ma in rare direct appeal to xi jinping Taiwanese leader refers to Beijing's new leader by name and reaffirms his commitment to improving relations across the strait,"Chan, Minnie.",02 Jan 2013,2013-01-02
318,Order to be filial off to an uncertain start Some doubt that new law commanding people to take care of their elderly parents will be effective,"Yan, Alice.",02 Jan 2013,2013-01-02
317,'Silent majority' reluctant to say why they back Leung Many respond 'no comment' to questions about their motivations amid report of cash handouts,"Lau, Stuart.",02 Jan 2013,2013-01-02
316,Aid community 'terrified' after activist's abduction,Tom Fawthrop in Chiang Mai; Thailand.,02 Jan 2013,2013-01-02
315,Boat could be part of Myanmar exodus Rights watchers fear thousands may be takingto the seas to flee savage persecution,"Morison, Alan; Chutima Sidasathian in Phuket.",02 Jan 2013,2013-01-02
314,"the edges From the fiscal-cliff shambles in the US to the distracted politicians of Japan, the world has a way to go to realise seamless globalisation Fraying at","Rafferty, Kevin.",02 Jan 2013,2013-01-02
313,Democracy in the workplace is important [Derived headline],,02 Jan 2013,2013-01-02
312,Government plansto increase recycling rate and reduce waste,,02 Jan 2013,2013-01-02
311,No justice for India's women,,02 Jan 2013,2013-01-02
310,On thousands turning out for Sunday's pro-government rally [Derived headline],,02 Jan 2013,2013-01-02
309,Rallies offer C.Y. a chance to lead,,02 Jan 2013,2013-01-02
333,Capital's high-end property market continues to grow No significant impact of government restrictions seen in Beijing as competition still intense,"Sun, Celine.",02 Jan 2013,2013-01-02
334,China Vanke holds on to its top seller title [Derived headline],,02 Jan 2013,2013-01-02
282,"It's a boy! 2013 baby shower begins Twenty-five minutes past midnight, third son of local couple becomes HK's first baby of the year","Siu, Phila.",02 Jan 2013,2013-01-02
434,"Mainland growth spurt set to boost HK floats in 2013 More companies expected in list in HK this year, thanks to Beijing's expansion policies","Chan, Ray.",03 Jan 2013,2013-01-03
424,Huge bill fails to derail university Government reveals private college bidders face infrastructure costs of HK$400 million amid claims it would now rather use land for housing,"Wong, Olga; Chong, Dennis.",03 Jan 2013,2013-01-03
425,Doctor suspended 8 months over misleading adverts,"Lo, Wei.",03 Jan 2013,2013-01-03
426,Investors demand probe into tycoon's blogs Soho China chairman criticised for weibo posts which pushed up companies' share prices,"Li, Sandy.",03 Jan 2013,2013-01-03
427,It is an unreasonable rule... [Derived headline],,03 Jan 2013,2013-01-03
428,Organisers expanding their cause? Academic says protest turnout estimates are being inflated in bid to boost bargaining power,"Lee, Colleen; Chong, Dennis.",03 Jan 2013,2013-01-03
429,We did not pay people to march: organisers Pro-Leung group denies givingbystanders HK$250 each,"Chong, Dennis; Lau, Stuart; Lo, Clifford.",03 Jan 2013,2013-01-03
430,"Bernard Chan's successornamed Andrew Lam, who advised chief executive on land policy, leads the heritage board","Nip, Amy; Wong, Olga.",03 Jan 2013,2013-01-03
431,"Convicted insider trader abandons final appeal Banker serving six years gives up appeal against conviction, setting the stage for civil proceedings","Leung, Paggie.",03 Jan 2013,2013-01-03
432,"For Muslims, a lack of room to worship HK's Islamic population has quadrupled in five decades, but no new mosques have been built","Lee, Ada.",03 Jan 2013,2013-01-03
433,Liberals to set record for the most top posts [Derived headline],,03 Jan 2013,2013-01-03
449,"Too many cliffs, too few bridges",,03 Jan 2013,2013-01-03
435,New scrutiny of Tai Po beach plan Coalition opposing the Lung Mei project is asked for more information about their claim that the environmental impact study was misleading,"Chi-fai, Cheung.",03 Jan 2013,2013-01-03
436,Tighter U.S. securitycauses little impact Freight forwarders say operations still running smoothly despite measures requiring advance screening of air cargo introduced last month,"Wallis, Keith.",03 Jan 2013,2013-01-03
437,Country Garden earnings rise 34.4pc,"Leung, Paggie.",03 Jan 2013,2013-01-03
438,"New readings revealextent of pollution Stricter air quality measurements on mainland are seen as step forward in government transparency, but only five of 120 cities hit standard",Shi Jiangtao in Beijing jiangtao.shi@scmp.com.,03 Jan 2013,2013-01-03
439,Dell to invest more on mainland The US computer giant is planning a big push into IT services and software business in its second-largest market,"Perez, Bien.",03 Jan 2013,2013-01-03
440,Linguists charged by 'positive energy' The phrase was picked by a leading language publication as the number one saying of 2012 in its compilation of top 10 catchphrases of the year,Shi Jiangtao in Beijing jiangtao.shi@scmp.com.,03 Jan 2013,2013-01-03
441,New visa policy takes off [Derived headline],,03 Jan 2013,2013-01-03
442,Lots of women have been contacting... [Derived headline],,03 Jan 2013,2013-01-03
443,Al-Qaeda never owned Afghanistan [Derived headline],,03 Jan 2013,2013-01-03
444,"Reform is impossible when the reformers may lose so much Xi, Wen and Dai fail to make much progress in economic liberalisation since it's their families who benefit most from the existing system",,03 Jan 2013,2013-01-03
445,All hard-working citizens are entitled to be home owners,,03 Jan 2013,2013-01-03
446,Feral fears,,03 Jan 2013,2013-01-03
423,Fiscal cliff deal sets off bull charge Mainland insurers and brokerages lead rally as Hang Seng Index gains 2.9pc on the first trading day of the new year; US stocks rise 2pc,"Yu, Jeanny.",03 Jan 2013,2013-01-03
474,New lawmakers take office in US [Derived headline],,03 Jan 2013,2013-01-03
475,"MY TAKEWay too early to tell but so far, so good","Schoonakker, Bonny.",03 Jan 2013,2013-01-03
476,"Monday, January 7: Canadian Chamber of Commerce... [Derived headline]",,03 Jan 2013,2013-01-03
450,"Drivers screech over yellow rule Motorists hit out at a new regulation that aims to prevent them from running yellow lights, saying it asks them to defy the laws of physics","Ng, Teddy.",03 Jan 2013,2013-01-03
451,Macau casinos ace the year with record profits Growth attributed to a surging mass-market customer base and long-awaited rise in VIP play,"Yu, Sophie.",03 Jan 2013,2013-01-03
452,HK$100m rogue bankboss in new court row Lawyer claims Simon Chan failed to pay back losses from futures trading deal,"Man, Joyce.",03 Jan 2013,2013-01-03
453,Flagging up history shopkeeper who won't waive colonial past,"Tam, Johnny.",03 Jan 2013,2013-01-03
454,Jackie Chan off the hook for now on guns claim Police say there is no evidence to suggest actor used firearms in HK to fend off triad members,"Siu, Phila; Lo, Clifford.",03 Jan 2013,2013-01-03
455,Macau casinos post record winning streak [Derived headline],,03 Jan 2013,2013-01-03
456,Pressure on CY to deliver with policy address Leung likely to announce populist measures in an effort to revive his flagging popularity,"Cheung, Gary; Wong, Olga.",03 Jan 2013,2013-01-03
457,Report lifts lid on Shenzhen hotpot,"Chi-yuk, Choi.",03 Jan 2013,2013-01-03
458,Teenager arrested for 'New Year's Eve rape' [Derived headline],,03 Jan 2013,2013-01-03
459,Lawmakers say their arrests were political Leung Kwok-hung and Albert Chan say the crowd was gone when the police moved in,"Lee, Ada; Chong, Dennis.",03 Jan 2013,2013-01-03
460,The truce in Washington offered... [Derived headline],,03 Jan 2013,2013-01-03
447,Protest is not a numbers game,,03 Jan 2013,2013-01-03
461,"We need sound administration, not more pillars For HK's economy to thrive, the government should just let its people find the next big thing","van der Kamp, Jake.",03 Jan 2013,2013-01-03
463,Gloria Tang does not find inspiration at the Ultimate Song Chart Awards,"Chen, Vivian.",03 Jan 2013,2013-01-03
464,It's all song and dance: Raymond Lam won't quit any time soon,"Chen, Vivian.",03 Jan 2013,2013-01-03
465,Tin Hau Temple back in business,,03 Jan 2013,2013-01-03
466,Mainland faces bumpy road in push for growth Country's new leaders pledge to launch various reforms to drive economy and boost investment to attract migrants to the cities,"Ruan, Victoria.",03 Jan 2013,2013-01-03
467,Luggage handler jailed for stealing diamonds,"Chan, Thomas.",03 Jan 2013,2013-01-03
468,"City's activists get more radical From burning flags to declaring love for the Communist Party, both pro- and anti-Leung groups come up with more drastic antics to get heard","Ngo, Jennifer; Lau, Stuart.",03 Jan 2013,2013-01-03
469,Table of contents,,03 Jan 2013,2013-01-03
470,Rosy outlook for Andy Hui in work and love this year,"Chen, Vivian.",03 Jan 2013,2013-01-03
471,Paternity leave planLabelled ridiculous Campaigners ask: why would the government agree to three days off for new fathers when it already grants its own civil servants five days?,"Chong, Dennis.",03 Jan 2013,2013-01-03
472,Pretty penny [Derived headline],,03 Jan 2013,2013-01-03
473,"No resentment for these little battlers For some young mainlanders with the right of abode, HK medical treatment is a life-saver","Choi, Christy.",03 Jan 2013,2013-01-03
462,Everyone enjoys freedom of speech... [Derived headline],,03 Jan 2013,2013-01-03
448,Time almost stands still at Now TV [Derived headline],,03 Jan 2013,2013-01-03
614,Optimistic forecast for HK economy this year Expect rise in real GDP growth in 2013 as overseas economies improve: HKU experts,"Nip, Amy.",04 Jan 2013,2013-01-04
585,Lenovo finalises big purchasein Brazil Chinese takeover part of global drive to expand capacity in manufacturing,"Perez, Bien.",04 Jan 2013,2013-01-04
564,Quick escape [Derived headline],,04 Jan 2013,2013-01-04
565,MY TAKEWe're all at the mercy of this US circus,"Torode, Greg.",04 Jan 2013,2013-01-04
566,"Monday, January 7: Canadian Chamber of Commerce... [Derived headline]",,04 Jan 2013,2013-01-04
567,Lams film a family memory book showing their bond is healthy enough to sell vitamins,"Chen, Vivian.",04 Jan 2013,2013-01-04
568,"Japanese, Chinese markets react to US deal [Derived headline]",,04 Jan 2013,2013-01-04
569,Trawling ban is a new beginning,,04 Jan 2013,2013-01-04
570,Celebrities spare thought for needy at Les Miserables charity screening,"Chen, Vivian.",04 Jan 2013,2013-01-04
571,Asia Art Archive founder is community ambassador for hotel,"Chen, Vivian.",04 Jan 2013,2013-01-04
572,[The chief executive should] do his best... [Derived headline],,04 Jan 2013,2013-01-04
573,Visiting South Korean woman goes missing [Derived headline],,04 Jan 2013,2013-01-04
586,Housing curbs take toll on sales A pick-up is unlikely in the short term after residential transactions plunge 53 per cent in December and total value slumps 59 per cent,"Li, Sandy; Sito, Peggy.",04 Jan 2013,2013-01-04
574,TVB in legal bid to stop granting of licences [Derived headline],,04 Jan 2013,2013-01-04
576,There were no winners of last... [Derived headline],,04 Jan 2013,2013-01-04
563,Set priorities,,04 Jan 2013,2013-01-04
577,Tang lashes Leung in basement row Chief executive's role in the affair during poll campaign described as unfair and laughable,"Cheung, Tony; Wong, Olga.",04 Jan 2013,2013-01-04
578,Shocking display,,04 Jan 2013,2013-01-04
579,Shark fin blanketing roof proves dirty trade thrives,"Chan, Thomas.",04 Jan 2013,2013-01-04
580,Outrage over newspaper forced to run party pieceOutrage at party piece in newspaper,"Ng, Teddy.",04 Jan 2013,2013-01-04
581,Organiser 'doesn'tknow' man in paidprotesters claim Chan Yung distances himself from businessman seen with 18-year-old giving cash to marchers,"Lee, Ada.",04 Jan 2013,2013-01-04
582,Non-manufacturing sector gains pace,Celine Sun in Beijing celine.sun@scmp.com.,04 Jan 2013,2013-01-04
583,"MPF back in black, but below Hang Seng Retirement funds rebound from a loss in 2011 to a 12 per cent gain last year - the best return since 2009 - but fail to keep pace with stocks","Yiu, Enoch.",04 Jan 2013,2013-01-04
584,Macau Legend to roll the dice on HK IPO But lack of its own gaming licence likely to dampen price of casino operator's new shares,"Chan, Ray; Yu, Sophie.",04 Jan 2013,2013-01-04
575,Table of contents,,04 Jan 2013,2013-01-04
613,Legal cap mulled on cooking oil toxin,"Lo, Wei.",04 Jan 2013,2013-01-04
562,No one wins bystifling internet,,04 Jan 2013,2013-01-04
595,CY Foundation raided by anti-corruption agents,"Leung, Paggie.",04 Jan 2013,2013-01-04
587,Commander Carmen ready to take charge,"Wallis, Keith.",04 Jan 2013,2013-01-04
588,Tang points to 2017 butwon't say if he'll runTang won't say if he'll run in 2017 Former chief secretary urges rival C.Y. Leung to try to win back trust in his maiden speech and ensure a 'truly democratic' chief executive race,"Cheung, Tony.",04 Jan 2013,2013-01-04
589,C.Y. urged to deliver on housing and labourin address But Leung hints there will be no cash handouts in his maiden policy speech,"Cheung, Tony; Kang-chung, Ng; Lee, Colleen.",04 Jan 2013,2013-01-04
590,Failed wealth fund raises alarm Collapse of product sold by Huaxia Bank branch exposes lax management and supervision of outlets on the mainland,Daniel Ren in Shanghai ren.wei@scmp.com.,04 Jan 2013,2013-01-04
591,Doctors discharged man who 'killed hours later',"Chiu, Austin.",04 Jan 2013,2013-01-04
592,"Flawed and limited, public consultations in HK just empty talk",,04 Jan 2013,2013-01-04
593,"Dialogue, not resignation, is key to CY row [Derived headline]",,04 Jan 2013,2013-01-04
594,"If rap singing is a way to tell your miseries,... [Derived headline]",,04 Jan 2013,2013-01-04
596,"Troops in keyareas tested oncombat readiness Air defence and anti-terrorist combat drills carried out in Shenyang, Jinan and Sansha","Chan, Minnie.",04 Jan 2013,2013-01-04
597,"New transport aircraft to beef up military capabilities The Y-20 aircraft is part of the PLA's plans to modernise its hardware, but engine problems continue to hinder its successful development","Chan, Minnie.",04 Jan 2013,2013-01-04
598,"China's first place for patents not quite the triumph it seems Despite its high numbers of filings, the poor quality of applications throws the strength of the country's innovation into question",,04 Jan 2013,2013-01-04
600,Xi's plan to cut extravagance put into effect Provinces agree to heed new party chief's call for greater austerity but sceptics question who has the authority to enforce new rules,Shi Jiangtao jiangtao.shi@scmp.com.,04 Jan 2013,2013-01-04
599,Boy racer detained [Derived headline],,04 Jan 2013,2013-01-04
602,Is there anyone who still believes... [Derived headline],,04 Jan 2013,2013-01-04
615,"Walled city was more than 'den of evil' For those who grew up in the Kowloon area, drugs and crime were part of daily life, as were joy and a resilient community pride","Cheng, Jennifer; Guo, Jing.",04 Jan 2013,2013-01-04
612,"Goods exporters turn to Tai Po Traffic at MTR stations is getting heavier, a result of a crackdown in Sheung Shui, some say","Lau, Stuart.",04 Jan 2013,2013-01-04
611,"Clp to discuss areas to improve Power firm will consult with the government during interim review of its regulations, but urges against fixing something that isn't broken","Chi-fai, Cheung.",04 Jan 2013,2013-01-04
610,Insider trader's victims may get their money back,"Yiu, Enoch.",04 Jan 2013,2013-01-04
609,TVB acts to block new licences High Court writ seeks a review of Communications Authority's July recommendation that additional terrestrial television stations be allowed,"Chiu, Austin; Chow, Vivienne.",04 Jan 2013,2013-01-04
601,"Policeman jailed for graft 'after calling for democracy' Officer was arrested ahead of rally to mark Sun Yat-sen anniversary, rights group says","Yu, Verna.",04 Jan 2013,2013-01-04
608,Optimism puts shine on jewellery stocks Chow Sang Sang and Luk Fook shares gain on expectations of boost from mainland recovery,"Yu, Jeanny.",04 Jan 2013,2013-01-04
606,Huawei and ZTE named in new US patent case InterDigital accuses mainland firms of selling wireless products that broke copyright rules,"Perez, Bien.",04 Jan 2013,2013-01-04
605,Sewage treatment upgrade cleansVictoria Harbour Marine eco-system to prosper as world's largest underground waste pumping station is built,"Tam, Johnny.",04 Jan 2013,2013-01-04
604,"sails into view Beijing's strategists, in responding to US domination of the oceans, are taking on board the ideas of a 19th century American historian A new maritime power","Huang, Cary.",04 Jan 2013,2013-01-04
603,The Thai government should scrap... [Derived headline],,04 Jan 2013,2013-01-04
607,"Lenovo seals deal on major Brazilian buy Chinese takeover of CCE part of company's global drive to expand capacity to make computers, smartphones and media tablets","Perez, Bien.",04 Jan 2013,2013-01-04
745,Catholics mark festival of Epiphany [Derived headline],,05 Jan 2013,2013-01-05
742,Smugglers foiled,,05 Jan 2013,2013-01-05
744,"Tiny gains disappoint mainland investors Shanghai stocks record small gain on first day of trading in new year, crushing shareholders' hopes and bucking the trend of global bourses",Daniel Ren in Shanghai ren.wei@scmp.com.,05 Jan 2013,2013-01-05
743,Tang puts department against wall Failed chief executive candidate sunk by illegal structures opens can of worms when he asks to deal with unlawful basement just like Leung did,"Cheung, Tony; Wong, Olga.",05 Jan 2013,2013-01-05
741,"SHKP Wings flats priced cheaper than planned Li Ka-shing says home prices will remain stable in 2013, falling or rising at most by 10 per cent","Leung, Paggie.",05 Jan 2013,2013-01-05
764,New delayin Macau trial of tycoons Prolonged absence of judge means bribery claim against Joseph Lau and Steven Lo is unlikely to be heard for several more months,"Simpson, Cheung.",05 Jan 2013,2013-01-05
739,'It's just a trendy thing for girls to do I won't stop',,05 Jan 2013,2013-01-05
738,'Mainland can give city hi-tech edge' New NPC deputy says Hong Kong should bring in talent from across border in effort to become leader in innovative technology,"Cheung, Tony.",05 Jan 2013,2013-01-05
737,Mother of pop diva hurls shoes at lawyer Unruly scenes in court as 88-year-old is told she cannot have cash from Anita Mui's trust,"Chiu, Austin.",05 Jan 2013,2013-01-05
746,Coming to town [Derived headline],,05 Jan 2013,2013-01-05
740,Shark fin trade 'victim of conspiracy' Criticism from Western-led green groups has slashed industry by 50 per cent in past year,"Chan, Thomas.",05 Jan 2013,2013-01-05
747,Ex-convict jailed for four years over blackmail,"Man, Joyce.",05 Jan 2013,2013-01-05
