,title,byline,dates,datetime
4595,Hongkongers must recognise city's racism,"Lo, Alex.",2-Jun-15,2015-06-02
4596,Hermes Birkin bag sells for world record HK$1.72 million,"Lee, Eddie.",2-Jun-15,2015-06-02
4597,Hong Kong lawmaker blames both pan-dems and Beijing officials for failure to reach reform agreement: Lawmaker still committed to voting down 2017 poll package but hopes talks can resume later,"Cheung, Tony.",2-Jun-15,2015-06-02
4598,Hong Kong to scrutinise passengers from Seoul for Mers,"Sung, Timmy; Kao, Ernest; Lau, Mimi.",2-Jun-15,2015-06-02
4599,Hong Kong to scrutinise all passengers from Seoul for Mers,"Sung, Timmy; Kao, Ernest; Lau, Mimi.",2-Jun-15,2015-06-02
4600,Hundreds of inspectors sent out to enforce smoking bans in Beijing,"Li, Jing.",2-Jun-15,2015-06-02
4601,Is the rise of localism a threat to Hong Kong's cosmopolitan values?: Many cheer the rise of localism as a means to protect Hong Kong's core values - others sense the city's cosmopolitan image is in danger,"Lam, Jeffie.",2-Jun-15,2015-06-02
4602,"China, Japan to hold extradition treaty talks for first time in five years: Negotiations for the agreement are China and Japan's first in five years",Kyodo.,2-Jun-15,2015-06-02
4603,Already online: A programme developed by researchers in Canada and China designs furniture that folds into as little space as physically possible,"Chen, Stephen.",2-Jun-15,2015-06-02
4604,"Around the nation, June 2, 2015",,2-Jun-15,2015-06-02
4605,Cool heads needed to deal with disputes over South China Sea,,2-Jun-15,2015-06-02
4606,Pessimism deepens over Hong Kong's plan for electoral reform,,2-Jun-15,2015-06-02
4607,Benchmarks surge nearly 5 per cent as China stocks bounce back: No blockbuster debut in HK for Huatai Securities as shares of China's biggest brokerage by trading volume rise a modest 4.8 per cent,"Chan, Ray.",2-Jun-15,2015-06-02
4608,"Hong Kong ranks third most luxurious city in world for prime property: Only London and New York are more prized for prime real estate, according to Christie's survey","Sito, Peggy.",2-Jun-15,2015-06-02
4609,"When controlling shareholders keep too much, the market remembers","van der Kamp, Jake.",2-Jun-15,2015-06-02
4611,events,,2-Jun-15,2015-06-02
4612,"So long as government winds are behind them, Chinese investors will sail on: Rather than hurting sentiment, last week's 6.5 per cent drop in Shanghai may be seen as another buying opportunity amid faith in state support","Robertson, Benjamin.",2-Jun-15,2015-06-02
4613,MESSAGE,Message.,2-Jun-15,2015-06-02
4555,World Cup qualifiers in the frame for Kim,Chan Kin-wa.,2-Jun-15,2015-06-02
4585,"Appeal for Hong Kong parents reeling from high kindergarten costs: Some non-profit preschool centres charge more than HK$40,000, plus HK$5,640 in activity fees","Zhao, Shirley.",2-Jun-15,2015-06-02
4584,"'Scant aid' for elderly tenants of care home, relatives say: Relatives of elderly residents complain of insufficient help in securing alternative accommodation","Zhao, Shirley.",2-Jun-15,2015-06-02
4610,Commissions rule change halves sales of controversial insurance product: Joint life insurance and mutual funds product was once a mainstay for wealth managers,"Robertson, Benjamin.",2-Jun-15,2015-06-02
4582,No-entry protest,,2-Jun-15,2015-06-02
4583,Police will use 'sufficient' force to deal with any June 4 protests,"Chan, Samuel.",2-Jun-15,2015-06-02
4557,"Jockey Whyte top of the tree again in Triple Trio: Thirteen-time champion rider is coming off a Group One win and with rivals Joao Moreira and Zac Purton suspended, he can dominate the TT","Cox, Michael.",2-Jun-15,2015-06-02
4558,Glory awaits Cruz's four-year-old stayer,"Aitken, Alan.",2-Jun-15,2015-06-02
4559,"Hong Kong parents who treat sex as taboo topic don't help their children: Parents who treat sex as a taboo subject are doing their children no favours, writes Mark Sharp","Sharp, Mark.",2-Jun-15,2015-06-02
4560,"Images of Tiananmen crackdown finally published, but as negatives to be read by smartphone: An art book by a mainland photographer shuns the politics and examines the Tiananmen crackdown in a way that makes readers interact, writes Bernice Chan","Chan, Bernice.",2-Jun-15,2015-06-02
4562,Roll with it: week two of the handstand challenge,"Wang, Jeanette.",2-Jun-15,2015-06-02
4563,"Hong Kong experts answer common questions about healthy eating: Fat-free, gluten-free, free range - it can all get a bit overwhelming. Angela Cheng Matsuzawa and Ann Cha help clear the confusion on healthy eating",,2-Jun-15,2015-06-02
4564,"Hong Kong, city we no longer know, the theme of crowdfunded movie by Rita Hui: Filmmaker Rita Hui hopes her latest feature will shake people out of their indifference to recent political events in the city, writes Vanessa Yung",,2-Jun-15,2015-06-02
4565,Chinese army to hold live-fire drills near Myanmar,"Chung, Lawrence.",2-Jun-15,2015-06-02
4566,SCMP Group to deepen investments in bid for larger share of global market: Further investment in core business and digital products will target upside beyond Hong Kong,"Yiu, Enoch.",2-Jun-15,2015-06-02
4567,China's Zhaojin Mining to spend 1.85b yuan to bring nation's largest gold mine to production: Shandong-based company's new venture expected to be mainland's largest and most profitable gold pit once fully operational,"Ng, Eric.",2-Jun-15,2015-06-02
4568,Hong Kong needs longer exclusive status in mutual fund sales programme: Extended rights on cross-border sales would see city become global industry centre,"Yiu, Enoch.",2-Jun-15,2015-06-02
4561,Traffic noise may be making you fat; daily commute may lead to burnout,"Wang, Jeanette.",2-Jun-15,2015-06-02
4570,"Owning a home is a dream too far for millennials: While owning a house has worked well for baby boomers with the gain in property values over the years, the prospect dims for the millennials","Holcombe, Cathy.",2-Jun-15,2015-06-02
4577,Filipino domestic helper killed as runaway truck crushes car,"Mok, Danny; Lo, Clifford.",2-Jun-15,2015-06-02
4580,Benefits of psychological support for police during protests questioned,"Lau, Chris; Chan, Samuel.",2-Jun-15,2015-06-02
4576,Disabled Hong Kong sailor hopes to ride wave of enthusiasm to Paralympic Games: Wheelchair user realises his dream with Sailability charity and now has his sights set on a place in Paralympic Games in Rio de Janeiro,"Evans, Annemarie.",2-Jun-15,2015-06-02
4575,"Cyclist killed, 25 hurt in rush-hour accidents","Lo, Clifford.",2-Jun-15,2015-06-02
4574,"Slowing tourism arrivals and drop in spending will hurt economy, warns John Tsang","Ying-kit, Lai; Lee, Eddie.",2-Jun-15,2015-06-02
4578,New hope in fight against cancer as immunotherapy drugs show promise in Hong Kong trials: Professor Tony Mok is heading one of several studies of pioneering anti-cancer therapies,"Tsang, Emily.",2-Jun-15,2015-06-02
4573,Prison employee injured in brawl,,2-Jun-15,2015-06-02
4581,Former Ming Pao editor Kevin Lau calls for answers from HKU over delayed appointment of pro-vice-chancellor: Open letter from Kevin Lau seeks explanation for delay to appointment of pro-vice-chancellor despite 'unanimous' support for Johannes Chan,"Kao, Ernest.",2-Jun-15,2015-06-02
4569,Hong Kong's Towngas unfazed by weak mainland natural gas demand growth: Natural gas sales growth expected to slow this year amid China's economic downturn,"Ng, Eric.",2-Jun-15,2015-06-02
4571,1 dead as cement mixer pins cars under tree,,2-Jun-15,2015-06-02
4572,"I will be my own man, says new Heung Yee Kuk chief after succeeding father Lau Wong-fat: After being elected unopposed as chairman of the rural body, the son of strongman 'Uncle Fat' says he will consult his father if necessary","Kang-chung, Ng.",2-Jun-15,2015-06-02
4579,"Questions raised over Hong Kong Philharmonic's lack of local stars: Despite annual government subsidy of HK$71m, flagship city orchestra's new concert season will feature only one home-grown conductor","Chou, Oliver.",2-Jun-15,2015-06-02
6667,"E-sports no longer cartoons for kids: Betting on professional video game contests has not just become a reality, but it looms as another threat to wagering on racing",,3-Jun-15,2015-06-03
6668,"Three 'lured to city in kidnap plot': Indianbusinessmen and banker were enticed in property deal then held captive in a village house with a HK$12m ransom demand, court told","Chan, Thomas.",3-Jun-15,2015-06-03
6669,Champions & Chater Cup was good - just not great,,3-Jun-15,2015-06-03
6666,BASEBALL,,3-Jun-15,2015-06-03
6664,'Olympian revolt' averted by move: Trainer Sean Woods is shifted back to previous lodgings from newer stabling facilities after protesting to authorities over track access,"Aitken, Alan.",3-Jun-15,2015-06-03
6663,All systems go for Able Friend's 'biggest race of his career',"Cox, Michael.",3-Jun-15,2015-06-03
6662,Changsha to offer three large commercial sites at half price to woo Hong Kong investors,"Li, Sandy.",3-Jun-15,2015-06-03
6661,Demand still strong for primary units,,3-Jun-15,2015-06-03
6660,European landlords reach out to Asian real estate investors,"Chiang, Langi.",3-Jun-15,2015-06-03
6659,Mainland developer Sunshine 100 goes big on small projects: Developer to focus on street shops in lower-tier mainland cities amid shift towards services,"Chiang, Langi.",3-Jun-15,2015-06-03
6665,Losing out,,3-Jun-15,2015-06-03
6670,Imprisoned: Survival Guide for Rich and Prodigal (III),,3-Jun-15,2015-06-03
6675,Complaints about construction noise blamed for delays to work on MTR's Kwun Tong line extension,Fanny WY Fung.,3-Jun-15,2015-06-03
6672,"Most mainland immigrants find it difficult to integrate in Hong Kong society, study finds: Recent arrivals risk living 'in their own little worlds', survey finds, as many cannot get jobs or feel discriminated against by Hongkongers","Zhao, Shirley.",3-Jun-15,2015-06-03
6673,"Fewer Hongkongers find shopping a fun experience, says study",Staff Reporter.,3-Jun-15,2015-06-03
6674,Concern over management confusion at planned Hong Kong marine park: Concern over likely conflicts as multiple departments involved in project's operation,"Kao, Ernest.",3-Jun-15,2015-06-03
6676,Warning to mobilise Hong Kong's public-housing residents to vote out pan-democratic lawmakers,"Lau, Stuart.",3-Jun-15,2015-06-03
6677,"Minister confirms June 17 vote on electoral reform but is resigned to defeat: Raymond Tam confirms poll reform proposal will go before Legco on June 17, but pan-dem opposition is solid in absence of amendments","Lam, Jeffie.",3-Jun-15,2015-06-03
6626,"HSBC may slash up to 20,000 jobs; analysts say may not be enough: Cutting 8 per cent of bank's headcount would be a big move but not big enough, says analyst","Weinland, Don.",3-Jun-15,2015-06-03
6658,Definition of a suspected Mers case:,"Cheung, Elizabeth.",3-Jun-15,2015-06-03
6678,"Hong Kong's package tour bookings for Seoul drop amid Mers outbreak: 30pc fewer take trips to South Korean capital compared to last year, industry chief reveals","Sung, Timmy.",3-Jun-15,2015-06-03
6679,"Hong Kong mother admits abandoning intellectually disabled daughter in mall: Woman admits she left 13-year-old girl in mall, but vows in court to become a good parent","Lau, Chris.",3-Jun-15,2015-06-03
6680,Ex-Hong Kong financial chief drops hint he's eyeing 2017 chief executive race,"Lau, Stuart.",3-Jun-15,2015-06-03
6681,Remembering June 4,,3-Jun-15,2015-06-03
6682,"Hong Kong government accused of neglecting public health over U-turn on electric power for Kai Tak cruise terminal: Shelving of plans for plug-in power for ships at Kai Tak cruise terminal is dereliction of duty on public health, lawmaker says","Kao, Ernest.",3-Jun-15,2015-06-03
6683,The Planner,,3-Jun-15,2015-06-03
6671,"Sheung Wan arts hub draws 300,000 people a month, management says after reports of few visitors: PMQ in Sheung Wan dismisses criticism of low turnout on weekdays","Siu, Phila.",3-Jun-15,2015-06-03
6657,"Price volatility high for Hong Kong parking spaces: Investment risk is greater than for residential properties as a whole, with new parking spaces slightly more volatile than second-hand","Chung, Stephen.",3-Jun-15,2015-06-03
6644,"China's graft-busters admit corruption drive has hurt Communist Party: Anti-corruption agency says campaign on the mainland has taken a toll on the Communist Party, an admission that may hint at a scale-down",Keira Lu Huang.,3-Jun-15,2015-06-03
6655,"Sunshine 100 sees a new golden era in China's rise of services sector: As the market downturn forces developers to reconsider their options, Yi Xiaodi is leading the company he founded into commercial property development, especially street shops","Chiang, Langi.",3-Jun-15,2015-06-03
6631,"Malaysia Airlines faces necessary pain, says industry chief","Jiang, Sijia.",3-Jun-15,2015-06-03
6630,German tourist allegedly raped at natural therapy centre,"Lo, Clifford.",3-Jun-15,2015-06-03
6629,Hong Kong homebuyers shrug off 10 pc increase at Beaumount II project: CK Hutchison sees strong response at Beaumount II development in Tseung Kwan O despite raising prices by 10pc per square foot,"Sito, Peggy.",3-Jun-15,2015-06-03
6628,events,,3-Jun-15,2015-06-03
6627,Lee Shau-kee has no plan to give up chairmanship of Henderson Land,"Li, Sandy.",3-Jun-15,2015-06-03
6684,Blatter quits as Fifa chief,,3-Jun-15,2015-06-03
6632,Arson suspected in warehouse blaze,,3-Jun-15,2015-06-03
6633,Court told of HK$12 m kidnap plot: Indianbusinessmen were allegedly held captive and a ransom demanded after they were lured to Hong Kong for property deal,"Chan, Thomas.",3-Jun-15,2015-06-03
6634,Smartphone demand slows city retail spending slump,"Lee, Eddie.",3-Jun-15,2015-06-03
6635,Mainland stocks rise further on talk of more easing measures,"Chan, Ray.",3-Jun-15,2015-06-03
6636,"In wake of Mers, Hong Kong must punish travellers who lie about health",,3-Jun-15,2015-06-03
6637,A warning to Myanmar,,3-Jun-15,2015-06-03
6638,Around the nation,,3-Jun-15,2015-06-03
6656,Hong Kong's Golden Emperor opens first retail shop focusing on Thai property: Higher rental yields spark growing interest in buying overseas properties among Hongkongers,"Sito, Peggy.",3-Jun-15,2015-06-03
6639,Patients fly abroad for better treatment: More mainlanders are checking into hospitals overseas for pricey health care services when they feel the standard at home is inadequate,"Yan, Alice.",3-Jun-15,2015-06-03
6641,Relatives of missing passengers outraged over official silence: Relatives of missing passengers gathered outside petition office say the Shanghai government has failed to offer any assistance or information,"Yan, Alice.",3-Jun-15,2015-06-03
6642,Questions raised over what caused China's Eastern Star cruise ship to capsize in the Yangtze River,"Chen, Stephen.",3-Jun-15,2015-06-03
6643,More of China's luxury travellers journeying to the ends of the earth: More luxury travellers are opting for exotic holidays in the North and South Poles,"Man-ki, Kwong.",3-Jun-15,2015-06-03
6645,Case against gambling kingpin Paul Phua collapses in Las Vegas,"Harris, Bryan.",3-Jun-15,2015-06-03
6646,Bernanke blames US Congress for pushing China to launch AIIB: Former Fed chairman says he can see why China would want governance system different to IMF,"Robertson, Benjamin.",3-Jun-15,2015-06-03
6647,The political genius of Hong Kong rural kingpin Lau Wong-fat,"Lo, Alex.",3-Jun-15,2015-06-03
6648,CONTACT US,,3-Jun-15,2015-06-03
6649,"Hong Kong seeks WHO help to ensure Mers updates, as virus kills two in South Korea: Tighter health checks at border, and minister wants more timely updates on deadly virus","Ying-kit, Lai; Cheung, Elizabeth; Tsang, Emily.",3-Jun-15,2015-06-03
6650,Tai Wai man confirmed as first local case of dengue fever this year,"Cheung, Elizabeth.",3-Jun-15,2015-06-03
6651,Hong Kong people must stop taking cheap water for granted,,3-Jun-15,2015-06-03
6652,Therapy centre owner charged with rape,,3-Jun-15,2015-06-03
6653,Mass-market retailers start to return to prime shopping districts: Softening leasing market encouraging gradual return of mass-market and mid-range brands to key areas as mainland tourist arrivals ease,"Sito, Peggy.",3-Jun-15,2015-06-03
6654,Hong Kong government accused of exploiting flawed cyberlaw to arrest political activist,"Chan, Samuel.",3-Jun-15,2015-06-03
6640,China's PLA flexes its muscles on the Myanmar border: Show of strength involving army and air force sends message to neighbour after its battle with rebel troops spilled over into Yunnan province,"Chung, Lawrence.",3-Jun-15,2015-06-03
6685,"Hong Kong's MPF pension funds swim in red ink in May: China equities fare worst in May followed by Asia-Pacific excluding Japan equity funds, and HK equity funds for 0.79pc average loss","Yiu, Enoch.",3-Jun-15,2015-06-03
6625,"When it comes to jewellery, Chinese believe local companies are best","Yiu, Enoch.",3-Jun-15,2015-06-03
7091,"Stay alert to Mers danger, education chief Eddie Ng tells schools: Avoid farms and medical environments abroad, says Eddie Ng, but no travel restrictions issued","Cheung, Elizabeth.",4-Jun-15,2015-06-04
7082,"Greenpeace floats reward scheme to encourage firms to cut electricity use: Annual 1pc reduction target would generate fund to promote greater efficiency, Greenpeace says","Kao, Ernest.",4-Jun-15,2015-06-04
7081,Just one building in Hong Kong's Shaw Studios proposed for top heritage grading,"Fung, Fanny W Y.",4-Jun-15,2015-06-04
7080,"Suicidal mother should count her blessings, court hears: Mother who slipped a bag over youngest son's head should count her blessings instead of magnifying her misfortune, magistrate says","Lau, Chris.",4-Jun-15,2015-06-04
7079,University of Hong Kong's Phase 1 Clinical Trials Centre appeals for healthy volunteers for potentially life-saving drug and vaccine trials,"Zhao, Shirley.",4-Jun-15,2015-06-04
7078,Imperial claims glory to top off a Fownes treble: Trainer nets trophy after two others Natural Eight and Robust Momentum find the post,"Aitken, Alan.",4-Jun-15,2015-06-04
7077,Why Lewis Hamilton's new-found maturity should benefit him and Mercedes alike: Surprisingly calm public reaction to Monaco gaffe shows a new side to his character,,4-Jun-15,2015-06-04
7076,"Hong Kong's Hu Yan looks for revenge against Kento Momota in Indonesia Open: Local No 1 sets up a showdown with his Japanese rival, who beat him in Singapore",Chan Kin-wa.,4-Jun-15,2015-06-04
7074,Chart of the day: Downward credit growth,,4-Jun-15,2015-06-04
7073,Tiananmen veteran expresses sadness over Hong Kong people opposing events marking 1989 movement: Ex-student leader 'hurt' by HK youth who attack fight for mainland democracy,"Lam, Jeffie.",4-Jun-15,2015-06-04
7092,events,,4-Jun-15,2015-06-04
7071,Speculation abounds over cause of China's Eastern Star ferry disaster,"Meng, Angela.",4-Jun-15,2015-06-04
7070,Law 'could drive out NGOs',,4-Jun-15,2015-06-04
7069,"Fresh talks on poll reform, as Li Ka-shing urges legislators to back plan: More talks planned as tycoon Li Ka-shing weighs in by urging legislators to back plan","Cheung, Tony.",4-Jun-15,2015-06-04
7102,SOE consolidation to benefit Bright Dairy and Dongfang Electric shares: Bright Dairy and Dongfang Electric are among those expected by investors to benefit from consolidation among state-owned enterprises,Toh Han Shih.,4-Jun-15,2015-06-04
7068,Why Beijing wants June 4 vigil to go on,"Lo, Alex.",4-Jun-15,2015-06-04
7066,"Banks could face fines in anti-money laundering law compliance probe: Deficiencies could mean multimillion-dollar fines for banks, says HKMA deputy chief","Yiu, Enoch.",4-Jun-15,2015-06-04
7065,"Hong Kong widens Mers alert after South Korea fails to pass on infection details: With five more infections confirmed, WHO says human rights rule out mandatory quarantine","Tsang, Emily; Ying-kit, Lai.",4-Jun-15,2015-06-04
7064,who said it?,,4-Jun-15,2015-06-04
7063,Eastern Star rescue divers tell of being forced to search by touch,"Gan, Nectar.",4-Jun-15,2015-06-04
7062,Gag order imposed on media in China,"Lau, Mimi.",4-Jun-15,2015-06-04
7061,Official inaction angers relatives of the missing in Yangtze River tragedy,"Ren, Daniel.",4-Jun-15,2015-06-04
7060,Close calls with tragedy on the Yangtze River: Captain of another ship on the Yangtze says he weighed anchor in a storm while the Eastern Star went on and disappeared from view,"Meng, Angela.",4-Jun-15,2015-06-04
7059,Bomb hoax suspect extradited from Seoul,,4-Jun-15,2015-06-04
7058,"China catching the US in business travel spending: Thriving trade fuelling shift in corporate travel to emerging markets, with the region expected to account for half of global total by 2025","Zhou, Laura.",4-Jun-15,2015-06-04
7057,"June 4 vigil shows that one country, two systems principle is working well",,4-Jun-15,2015-06-04
7056,"In wake of Blatter's exit, Fifa must seize chance to impose term limits",,4-Jun-15,2015-06-04
7055,Tickets to go on sale in China for world's first full-scale replica of the Titanic,"Zuo, Mandy.",4-Jun-15,2015-06-04
7054,"High rents, low sales close Maserati showroom","Man-ki, Kwong.",4-Jun-15,2015-06-04
7067,"Blatter gives up, but investigators aren't about to: Reports say US anti-corruption officials aim to get others to 'flip' on their former boss at Fifa",Agencies.,4-Jun-15,2015-06-04
7101,Rape suspect makes court appearance,,4-Jun-15,2015-06-04
7072,Hong Kong airport boss sees nothing for visitors but Disney and Ocean Park,,4-Jun-15,2015-06-04
7088,Conditions in Hong Kong's private sector deteriorate again as business falls at quickest rate since global financial crisis,"Ying-kit, Lai.",4-Jun-15,2015-06-04
7090,"China's third board market a nursery and laboratory for start-ups, but investors beware: Over-the-counter platform widens financing channels by allowing new companies with ideas but no solid business track record to raise funds","Yiu, Enoch.",4-Jun-15,2015-06-04
7089,Revived proposal for innovation and technology bureau clear first hurdle in Legco,"Ng, Joyce; Cheung, Tony.",4-Jun-15,2015-06-04
7087,"All Around Town for June 4, 2015",All Around Town.,4-Jun-15,2015-06-04
7086,"Mentally ill Hong Kong kitchen helper hurled chair from Mong Kok rooftop that killed a man 'because voice told him to', court hears: Kitchen helper hurled object, fracturing man's skull, after a voice in his head told him to","Chan, Thomas.",4-Jun-15,2015-06-04
7085,"Purviz Shroff: An inspiration in caring for Mother's Choice babies in Hong Kong: Four times a week for 24 years, Purviz Shroff has cared for and amused babies at Mother's Choice","Evans, Annemarie.",4-Jun-15,2015-06-04
7084,"Voice told taxi driver 'to kill a big grizzly bear', court hears","Chan, Thomas.",4-Jun-15,2015-06-04
7083,"China's national security law may be 'very dangerous' for media, journalists warn: Draft tries to override Basic Law and puts press freedom at risk, journalists warn","Lau, Stuart.",4-Jun-15,2015-06-04
7093,Cheung Kong Property Holdings shares rise in Hong Kong market debut,"Chan, Ray.",4-Jun-15,2015-06-04
7094,New deposit products add margin pressure on China's banks,"Weinland, Don.",4-Jun-15,2015-06-04
7095,Petro China gas distribution unit Kunlun sees flat gas volume: Mainland consumption slows to 2.9pc in April on weak economy and cheaper alternative fuel,"Ng, Eric.",4-Jun-15,2015-06-04
7096,"Shanghai land price hits year high in hot bidding war: State-owned China Resources Land and Huafa Group outbid rivals to snap up site for 8.8 billion yuan, the highest price paid this year","Chiang, Langi.",4-Jun-15,2015-06-04
7097,Hong Kong stocks outshine mainland counterparts as fears of A-share listings mount: Renewed concern that a wave of listings on the mainland might draw funds from equities sees local shares outshine their mainland peers,"Chan, Ray.",4-Jun-15,2015-06-04
7098,Dengue drill,,4-Jun-15,2015-06-04
7075,Li Ka-shing says HK home prices underpinned by rising labour costs: Billionaire says Hong Kong's high home prices are underpinned by the industry's rising construction and labour costs and are not likely to fall,"Sito, Peggy; Yiu, Enoch.",4-Jun-15,2015-06-04
7100,Hong Kong museum dedicated to Tiananmen Square crackdown may be forced to move,"Lam, Jeffie.",4-Jun-15,2015-06-04
7099,Hong Kong civil aviation authorities slammed over costly air traffic management system: Legco public accounts committee slams department head and his policy bureau over delayed and costly new air traffic management system,"Siu, Phila; Sung, Timmy.",4-Jun-15,2015-06-04
7049,"Uber launches recruitment drive in China as competition, crackdowns and protests heat up: Car-hailing app is looking for new drivers in 12 mainland cities as competition, official crackdowns and local cabbies' protests heat up",He Huifeng.,4-Jun-15,2015-06-04
7050,US start-up makes play for China mobile gaming: Kamcord plans to set up an office on the mainland to tap rapid shift away from PCs,"Wan, Adrian.",4-Jun-15,2015-06-04
7051,"Around the nation, June 4, 2015",,4-Jun-15,2015-06-04
7052,"Rescuers cut into Eastern Star as hopes fade for missing 400: Rescuers cut their way into the Eastern Star, capsized on the Yangtze, as bad weather hampers search involving hundreds of divers","Gan, Nectar.",4-Jun-15,2015-06-04
7053,"Draft Chinese law puts NGO s ' future on the line: Proposed legislation could trigger exodus of foreign charities from the mainland and threaten survival of local groups, experts say","Yu, Verna.",4-Jun-15,2015-06-04
7246,Feeling in the dark: the difficult search for signs of life on the Eastern Star: Conditions on the Yangtze and the state of the Eastern Star set this disaster apart from others,"Chen, Stephen.",5-Jun-15,2015-06-05
7245,"Eastern Star captain 'experienced and professional': colleagues: Skipper Zhang Shunwen was rescued after floating in the Yangtze for two hours. His wife, head of the ship's service crew, remains missing","Yan, Alice.",5-Jun-15,2015-06-05
7244,Families try to break the silence around the Eastern Star disaster: Relatives of the missing attempt to breach police lines around the disaster scene in their search for answers about their loved ones,"Gan, Nectar.",5-Jun-15,2015-06-05
7243,CNPC worker 'walked off with Yen 500 million',,5-Jun-15,2015-06-05
7242,"Localists cheer repatriation of Siu Yau-wai, but welfare group says he's better off in Hong Kong","Ying-kit, Lai.",5-Jun-15,2015-06-05
7235,who said it?,,5-Jun-15,2015-06-05
7240,"A life in the shadows: the dilemma of Hong Kong's 'stateless' children: The case of Siu Yau-wai highlights the plight of Hong Kong's 'stateless' minors, who fall through the cracks and face years of hiding or waiting","Ngo, Jennifer.",5-Jun-15,2015-06-05
7247,"Around the nation, June 5, 2015",,5-Jun-15,2015-06-05
7236,"Guangdong may set up own Silk Road fund as it implements China's 'One Belt, One Road' strategy: Proposal seeks to draw private investment as province implements national strategy","Lau, Mimi.",5-Jun-15,2015-06-05
7237,Hong Kong loophole may have helped Fifa suspect funnel cash: Monetary Authority did not rate officials in charge of world soccer as high-risk persons,"Harris, Bryan.",5-Jun-15,2015-06-05
7238,"Korean authorities 'may be making the Mers outbreak worse', says Hong Kong expert on Sars: Expert chides Seoul's lack of transparency and failure to isolate Mers patients as one more dies",Emily Tsang and.,5-Jun-15,2015-06-05
7239,"Montessori school left in 'Catch-22 situation' by offer of only temporary home after eviction: Co-founder of Montessori primary says government offer of temporary site, but no permanent home, leaves 350 pupils in impossible situation","Zhao, Shirley.",5-Jun-15,2015-06-05
7241,A life without identification papers in Hong Kong meant 15-year-old Angela missed out - until her mother confessed: 15-year-old 'Angela' enjoyed a relatively normal childhood but missed out on going to school,"Ngo, Jennifer.",5-Jun-15,2015-06-05
7248,"Building in wall-to-wall value for property money: Well-heeled homeowners are shunning traditional bricks and mortar, and embracing premium construction materials that are easier to install","Ren, Daniel.",5-Jun-15,2015-06-05
7252,Common courtesy isn't quite so common in Hong Kong: Yonden Lhatoo says daily encounters of uncivil behaviour and bad manners make it clear we're in no position to complain about rude mainland tourists,,5-Jun-15,2015-06-05
7250,"Government can, and must, do more to keep promise on free kindergartens",,5-Jun-15,2015-06-05
7251,Ship tragedy on Yangtze a wake-up call to improve safety standards,,5-Jun-15,2015-06-05
7253,"Waste not,",,5-Jun-15,2015-06-05
7254,China stock markets recover after morning plunge,"Chan, Ray.",5-Jun-15,2015-06-05
7255,"Beijing's two-track censorship of Shangri-La coverage: State media's foreign-language reports get free rein, Chinese ones reined in","Chan, Minnie.",5-Jun-15,2015-06-05
7256,"China's Nexteer a model for transparency, corporate governance: Car parts supplier tops list of companies with the most sound corporate governance standards","Chan, Ray.",5-Jun-15,2015-06-05
7228,Three top mainland firms raise US$4.62 billion in funds,"Li, Sandy; Toh Han Shih.",5-Jun-15,2015-06-05
7229,Survivor of China's cruise ship tragedy floated 20km along the Yangtze,"Chung, Lawrence.",5-Jun-15,2015-06-05
7226,Hong Kong suffer World Cup qualifying blow with injury to midfielder Andy Naegelein,Chan Kin-wa.,5-Jun-15,2015-06-05
7230,China Merchants Bank to relaunch credit asset-backed securities: Market for credit card asset-backed securities is reopened after mainland financial regulators banned the same products just months earlier,"Weinland, Don.",5-Jun-15,2015-06-05
7231,"Jockey Club misled public in saying Olympic stables issue is resolved, says trainer Sean Woods: Trainer Sean Woods says the starting issues have yet to be addressed by the Jockey Club","Aitken, Alan.",5-Jun-15,2015-06-05
7232,Home renovations go upmarket,,5-Jun-15,2015-06-05
7233,Victoria Park lit up at June 4 vigil as 'localist' groups stage alternative rallies,Staff Reporters.,5-Jun-15,2015-06-05
7234,No wonder undocumented boy Siu Yau-wai wants to leave Hong Kong,"Lo, Alex.",5-Jun-15,2015-06-05
7249,Disclosure of orgy videos force the closure of hot springs north of Tokyo,Julian Ryall in.,5-Jun-15,2015-06-05
7227,Hong Kong pan-democrats exhibit a suffocating sense of moral superiority,"Lam, Perry.",5-Jun-15,2015-06-05
7225,Win No 4 this season is possible for Sempiternal,"Aitken, Alan.",5-Jun-15,2015-06-05
7223,Visual effects giant Digital Domain unfazed by rumours after share plunge: Visual effects giant remains unfazed after recent share price plunge,"Perez, Bien.",5-Jun-15,2015-06-05
7204,Mourners shun main event and flock to HKU and Tsim Sha Tsui to mark June 4: Mourners flock to HKU and Tsim Sha Tsui while shunning main annual event at Victoria Park,"Cheung, Tony; Lau, Stuart; Chan, Samuel.",5-Jun-15,2015-06-05
7205,"HKU union leads tribute to June 4: Students hold separate mourning event from Victoria Park, joined by radical localism groups","Cheung, Tony; Lau, Stuart; Chan, Samuel.",5-Jun-15,2015-06-05
7206,Hit-and-run probe after two feral cows die,,5-Jun-15,2015-06-05
7207,Hit-and-run probe after feral cows die,,5-Jun-15,2015-06-05
7208,events,,5-Jun-15,2015-06-05
7209,"China's Sinopec Kantons eyes acquisitions in Africa, South America and Mediterranean: Acquisitions sought as Asia to account for nearly two-thirds of global demand over next five years","Ng, Eric.",5-Jun-15,2015-06-05
7210,Asia Region Funds Passport to launch next year,"Li, Sandy.",5-Jun-15,2015-06-05
